Sr_no,Content_ID,Reaction Type,Datetime,Content Type,Category,Sentiment,Score,,,,,Top 5 Category,Total score
3833,27fffa3e-000d-4f29-9358-5b0d2280d18c,peeking,24-10-2020 20:16,video,dogs,neutral,35,,,,,,
3834,27fffa3e-000d-4f29-9358-5b0d2280d18c,hate,29-12-2020 14:10,video,dogs,negative,5,,,,,,
3835,27fffa3e-000d-4f29-9358-5b0d2280d18c,dislike,16-03-2021 08:07,video,dogs,negative,10,,,,,,
3836,27fffa3e-000d-4f29-9358-5b0d2280d18c,intrigued,14-05-2021 01:06,video,dogs,positive,45,,,,,,
3837,27fffa3e-000d-4f29-9358-5b0d2280d18c,love,05-06-2021 09:08,video,dogs,positive,65,,,,,,
3838,27fffa3e-000d-4f29-9358-5b0d2280d18c,heart,28-01-2021 00:22,video,dogs,positive,60,,,,,,
3839,27fffa3e-000d-4f29-9358-5b0d2280d18c,peeking,14-02-2021 20:39,video,dogs,neutral,35,,,,,,
3840,27fffa3e-000d-4f29-9358-5b0d2280d18c,peeking,13-09-2020 23:03,video,dogs,neutral,35,,,,,,
3841,27fffa3e-000d-4f29-9358-5b0d2280d18c,want,13-12-2020 06:52,video,dogs,positive,70,,,,,,
3842,27fffa3e-000d-4f29-9358-5b0d2280d18c,hate,11-07-2020 08:55,video,dogs,negative,5,,,,,,
3843,3c092e34-bac9-4e63-a7fa-0608fb73914f,interested,23-12-2020 15:25,video,soccer,positive,30,,,,,,
3844,3c092e34-bac9-4e63-a7fa-0608fb73914f,interested,09-09-2020 20:27,video,soccer,positive,30,,,,,,
3845,3c092e34-bac9-4e63-a7fa-0608fb73914f,cherish,12-05-2021 14:54,video,soccer,positive,70,,,,,,
3846,3c092e34-bac9-4e63-a7fa-0608fb73914f,cherish,05-12-2020 04:11,video,soccer,positive,70,,,,,,
3847,3c092e34-bac9-4e63-a7fa-0608fb73914f,super love,12-12-2020 08:37,video,soccer,positive,75,,,,,,
3848,3c092e34-bac9-4e63-a7fa-0608fb73914f,intrigued,12-06-2021 06:51,video,soccer,positive,45,,,,,,
3849,3c092e34-bac9-4e63-a7fa-0608fb73914f,dislike,22-12-2020 12:37,video,soccer,negative,10,,,,,,
3850,3c092e34-bac9-4e63-a7fa-0608fb73914f,interested,08-08-2020 09:23,video,soccer,positive,30,,,,,,
3851,3c092e34-bac9-4e63-a7fa-0608fb73914f,intrigued,25-10-2020 01:35,video,soccer,positive,45,,,,,,
3852,3c092e34-bac9-4e63-a7fa-0608fb73914f,heart,08-07-2020 12:27,video,soccer,positive,60,,,,,,
3853,3c092e34-bac9-4e63-a7fa-0608fb73914f,dislike,22-11-2020 16:27,video,soccer,negative,10,,,,,,
3854,3c092e34-bac9-4e63-a7fa-0608fb73914f,hate,01-04-2021 11:30,video,soccer,negative,5,,,,,,
3855,413101f7-ea05-4df6-97cf-9891245c5ed7,adore,22-07-2020 15:08,photo,science,positive,72,,,,,,
3856,413101f7-ea05-4df6-97cf-9891245c5ed7,interested,14-01-2021 17:13,photo,science,positive,30,,,,,,
3857,413101f7-ea05-4df6-97cf-9891245c5ed7,love,29-04-2021 01:53,photo,science,positive,65,,,,,,
3858,413101f7-ea05-4df6-97cf-9891245c5ed7,love,25-11-2020 13:20,photo,science,positive,65,,,,,,
3859,413101f7-ea05-4df6-97cf-9891245c5ed7,disgust,10-11-2020 01:47,photo,science,negative,0,,,,,,
3860,413101f7-ea05-4df6-97cf-9891245c5ed7,scared,01-10-2020 04:06,photo,science,negative,15,,,,,,
3861,413101f7-ea05-4df6-97cf-9891245c5ed7,scared,06-01-2021 23:56,photo,science,negative,15,,,,,,
3862,413101f7-ea05-4df6-97cf-9891245c5ed7,super love,21-09-2020 15:23,photo,science,positive,75,,,,,,
3863,413101f7-ea05-4df6-97cf-9891245c5ed7,indifferent,12-08-2020 15:43,photo,science,neutral,20,,,,,,
3864,413101f7-ea05-4df6-97cf-9891245c5ed7,cherish,09-07-2020 15:11,photo,science,positive,70,,,,,,
3865,413101f7-ea05-4df6-97cf-9891245c5ed7,worried,30-10-2020 19:24,photo,science,negative,12,,,,,,
3866,6be333ca-7797-41a5-9a2d-e198037d30ed,like,21-04-2021 04:02,audio,food,positive,50,,,,,,
3867,6be333ca-7797-41a5-9a2d-e198037d30ed,love,28-10-2020 03:56,audio,food,positive,65,,,,,,
3868,6be333ca-7797-41a5-9a2d-e198037d30ed,adore,08-03-2021 17:25,audio,food,positive,72,,,,,,
3869,6be333ca-7797-41a5-9a2d-e198037d30ed,love,27-12-2020 09:36,audio,food,positive,65,,,,,,
3870,6be333ca-7797-41a5-9a2d-e198037d30ed,adore,22-05-2021 12:31,audio,food,positive,72,,,,,,
3871,6be333ca-7797-41a5-9a2d-e198037d30ed,hate,17-07-2020 06:53,audio,food,negative,5,,,,,,
3872,6be333ca-7797-41a5-9a2d-e198037d30ed,hate,27-07-2020 19:26,audio,food,negative,5,,,,,,
3873,6be333ca-7797-41a5-9a2d-e198037d30ed,love,09-05-2021 03:47,audio,food,positive,65,,,,,,
3874,6be333ca-7797-41a5-9a2d-e198037d30ed,adore,23-05-2021 17:18,audio,food,positive,72,,,,,,
3875,6be333ca-7797-41a5-9a2d-e198037d30ed,hate,15-07-2020 17:30,audio,food,negative,5,,,,,,
3876,c136ae25-d882-4e2c-b515-5727ad2626a5,disgust,19-04-2021 00:15,photo,soccer,negative,0,,,,,,
3877,c136ae25-d882-4e2c-b515-5727ad2626a5,want,15-08-2020 16:00,photo,soccer,positive,70,,,,,,
3878,c136ae25-d882-4e2c-b515-5727ad2626a5,heart,05-06-2021 19:50,photo,soccer,positive,60,,,,,,
3879,c136ae25-d882-4e2c-b515-5727ad2626a5,adore,27-01-2021 12:35,photo,soccer,positive,72,,,,,,
3880,c136ae25-d882-4e2c-b515-5727ad2626a5,cherish,11-05-2021 02:50,photo,soccer,positive,70,,,,,,
3881,c136ae25-d882-4e2c-b515-5727ad2626a5,heart,19-01-2021 15:49,photo,soccer,positive,60,,,,,,
3882,c136ae25-d882-4e2c-b515-5727ad2626a5,like,03-06-2021 12:31,photo,soccer,positive,50,,,,,,
3883,c136ae25-d882-4e2c-b515-5727ad2626a5,heart,18-05-2021 17:32,photo,soccer,positive,60,,,,,,
3884,c136ae25-d882-4e2c-b515-5727ad2626a5,heart,31-10-2020 14:30,photo,soccer,positive,60,,,,,,
3885,c136ae25-d882-4e2c-b515-5727ad2626a5,interested,14-07-2020 01:28,photo,soccer,positive,30,,,,,,
3886,c136ae25-d882-4e2c-b515-5727ad2626a5,disgust,28-02-2021 22:18,photo,soccer,negative,0,,,,,,
3887,c136ae25-d882-4e2c-b515-5727ad2626a5,interested,26-02-2021 10:15,photo,soccer,positive,30,,,,,,
3888,c136ae25-d882-4e2c-b515-5727ad2626a5,cherish,22-09-2020 09:17,photo,soccer,positive,70,,,,,,
3889,c136ae25-d882-4e2c-b515-5727ad2626a5,peeking,11-08-2020 23:23,photo,soccer,neutral,35,,,,,,
3890,c136ae25-d882-4e2c-b515-5727ad2626a5,love,17-12-2020 06:52,photo,soccer,positive,65,,,,,,
3891,c136ae25-d882-4e2c-b515-5727ad2626a5,interested,21-04-2021 21:37,photo,soccer,positive,30,,,,,,
3892,c136ae25-d882-4e2c-b515-5727ad2626a5,interested,30-07-2020 11:56,photo,soccer,positive,30,,,,,,
3893,c136ae25-d882-4e2c-b515-5727ad2626a5,intrigued,28-11-2020 06:38,photo,soccer,positive,45,,,,,,
3894,c136ae25-d882-4e2c-b515-5727ad2626a5,worried,07-03-2021 01:11,photo,soccer,negative,12,,,,,,
3895,c136ae25-d882-4e2c-b515-5727ad2626a5,adore,24-05-2021 08:31,photo,soccer,positive,72,,,,,,
3896,c136ae25-d882-4e2c-b515-5727ad2626a5,heart,28-09-2020 20:55,photo,soccer,positive,60,,,,,,
3897,c136ae25-d882-4e2c-b515-5727ad2626a5,scared,23-07-2020 11:44,photo,soccer,negative,15,,,,,,
3898,c136ae25-d882-4e2c-b515-5727ad2626a5,like,25-03-2021 08:58,photo,soccer,positive,50,,,,,,
3899,c136ae25-d882-4e2c-b515-5727ad2626a5,heart,20-08-2020 01:51,photo,soccer,positive,60,,,,,,
3900,c136ae25-d882-4e2c-b515-5727ad2626a5,indifferent,30-09-2020 02:58,photo,soccer,neutral,20,,,,,,
3901,c136ae25-d882-4e2c-b515-5727ad2626a5,like,18-10-2020 21:23,photo,soccer,positive,50,,,,,,
3902,c136ae25-d882-4e2c-b515-5727ad2626a5,indifferent,02-10-2020 02:34,photo,soccer,neutral,20,,,,,,
3903,c136ae25-d882-4e2c-b515-5727ad2626a5,cherish,06-10-2020 17:22,photo,soccer,positive,70,,,,,,
3904,c136ae25-d882-4e2c-b515-5727ad2626a5,scared,24-06-2020 07:44,photo,soccer,negative,15,,,,,,
3905,c136ae25-d882-4e2c-b515-5727ad2626a5,intrigued,08-02-2021 16:14,photo,soccer,positive,45,,,,,,
3906,c136ae25-d882-4e2c-b515-5727ad2626a5,dislike,28-04-2021 16:33,photo,soccer,negative,10,,,,,,
3907,c136ae25-d882-4e2c-b515-5727ad2626a5,like,11-03-2021 14:27,photo,soccer,positive,50,,,,,,
3908,c136ae25-d882-4e2c-b515-5727ad2626a5,super love,07-03-2021 09:39,photo,soccer,positive,75,,,,,,
3909,c136ae25-d882-4e2c-b515-5727ad2626a5,disgust,24-08-2020 18:29,photo,soccer,negative,0,,,,,,
3910,c136ae25-d882-4e2c-b515-5727ad2626a5,disgust,10-01-2021 05:06,photo,soccer,negative,0,,,,,,
3911,c136ae25-d882-4e2c-b515-5727ad2626a5,love,31-07-2020 22:15,photo,soccer,positive,65,,,,,,
3912,c136ae25-d882-4e2c-b515-5727ad2626a5,cherish,22-06-2020 05:15,photo,soccer,positive,70,,,,,,
3913,c136ae25-d882-4e2c-b515-5727ad2626a5,love,06-04-2021 09:25,photo,soccer,positive,65,,,,,,
3914,c136ae25-d882-4e2c-b515-5727ad2626a5,scared,25-04-2021 07:15,photo,soccer,negative,15,,,,,,
3915,bd810ca4-54cf-420e-afec-0214b870672e,hate,13-05-2021 03:38,photo,technology,negative,5,,,,,,
3916,bd810ca4-54cf-420e-afec-0214b870672e,cherish,15-07-2020 11:43,photo,technology,positive,70,,,,,,
3917,bd810ca4-54cf-420e-afec-0214b870672e,worried,05-02-2021 00:21,photo,technology,negative,12,,,,,,
3918,bd810ca4-54cf-420e-afec-0214b870672e,hate,31-08-2020 01:59,photo,technology,negative,5,,,,,,
3919,ba9ce407-672c-4ceb-9c1f-59590fd187d0,indifferent,07-05-2021 08:59,audio,fitness,neutral,20,,,,,,
3920,ba9ce407-672c-4ceb-9c1f-59590fd187d0,scared,28-10-2020 22:04,audio,fitness,negative,15,,,,,,
3921,ba9ce407-672c-4ceb-9c1f-59590fd187d0,scared,09-03-2021 09:59,audio,fitness,negative,15,,,,,,
3922,ba9ce407-672c-4ceb-9c1f-59590fd187d0,interested,06-05-2021 20:41,audio,fitness,positive,30,,,,,,
3923,ba9ce407-672c-4ceb-9c1f-59590fd187d0,want,10-08-2020 01:31,audio,fitness,positive,70,,,,,,
3924,ba9ce407-672c-4ceb-9c1f-59590fd187d0,heart,06-12-2020 02:28,audio,fitness,positive,60,,,,,,
3925,ba9ce407-672c-4ceb-9c1f-59590fd187d0,hate,25-10-2020 17:51,audio,fitness,negative,5,,,,,,
3926,ba9ce407-672c-4ceb-9c1f-59590fd187d0,cherish,16-04-2021 16:30,audio,fitness,positive,70,,,,,,
3927,ba9ce407-672c-4ceb-9c1f-59590fd187d0,adore,10-06-2021 06:36,audio,fitness,positive,72,,,,,,
3928,ba9ce407-672c-4ceb-9c1f-59590fd187d0,scared,24-05-2021 02:02,audio,fitness,negative,15,,,,,,
3929,ba9ce407-672c-4ceb-9c1f-59590fd187d0,like,24-07-2020 14:49,audio,fitness,positive,50,,,,,,
3930,ba9ce407-672c-4ceb-9c1f-59590fd187d0,hate,14-09-2020 09:39,audio,fitness,negative,5,,,,,,
3931,ba9ce407-672c-4ceb-9c1f-59590fd187d0,want,16-05-2021 19:01,audio,fitness,positive,70,,,,,,
3932,fa781e01-b928-401f-86f4-d42b0a3b55ab,interested,27-08-2020 16:13,photo,studying,positive,30,,,,,,
3933,fa781e01-b928-401f-86f4-d42b0a3b55ab,indifferent,01-10-2020 20:44,photo,studying,neutral,20,,,,,,
3934,fa781e01-b928-401f-86f4-d42b0a3b55ab,disgust,12-04-2021 12:29,photo,studying,negative,0,,,,,,
3935,fa781e01-b928-401f-86f4-d42b0a3b55ab,cherish,05-12-2020 19:06,photo,studying,positive,70,,,,,,
3936,fa781e01-b928-401f-86f4-d42b0a3b55ab,scared,31-03-2021 08:28,photo,studying,negative,15,,,,,,
3937,fa781e01-b928-401f-86f4-d42b0a3b55ab,love,17-01-2021 16:27,photo,studying,positive,65,,,,,,
3938,fa781e01-b928-401f-86f4-d42b0a3b55ab,want,03-02-2021 09:37,photo,studying,positive,70,,,,,,
3939,43e53b12-71cb-4aad-9cb7-8c3572053230,indifferent,28-08-2020 12:17,audio,fitness,neutral,20,,,,,,
3940,43e53b12-71cb-4aad-9cb7-8c3572053230,dislike,20-03-2021 02:54,audio,fitness,negative,10,,,,,,
3941,43e53b12-71cb-4aad-9cb7-8c3572053230,hate,08-01-2021 18:22,audio,fitness,negative,5,,,,,,
3942,43e53b12-71cb-4aad-9cb7-8c3572053230,cherish,19-01-2021 03:14,audio,fitness,positive,70,,,,,,
3943,43e53b12-71cb-4aad-9cb7-8c3572053230,indifferent,31-03-2021 19:54,audio,fitness,neutral,20,,,,,,
3944,43e53b12-71cb-4aad-9cb7-8c3572053230,intrigued,11-08-2020 06:25,audio,fitness,positive,45,,,,,,
3945,43e53b12-71cb-4aad-9cb7-8c3572053230,peeking,29-09-2020 02:49,audio,fitness,neutral,35,,,,,,
3946,43e53b12-71cb-4aad-9cb7-8c3572053230,scared,21-10-2020 14:01,audio,fitness,negative,15,,,,,,
3947,43e53b12-71cb-4aad-9cb7-8c3572053230,adore,02-12-2020 05:46,audio,fitness,positive,72,,,,,,
3948,43e53b12-71cb-4aad-9cb7-8c3572053230,cherish,02-02-2021 00:41,audio,fitness,positive,70,,,,,,
3949,43e53b12-71cb-4aad-9cb7-8c3572053230,scared,08-05-2021 04:23,audio,fitness,negative,15,,,,,,
3950,43e53b12-71cb-4aad-9cb7-8c3572053230,cherish,22-04-2021 05:57,audio,fitness,positive,70,,,,,,
3951,43e53b12-71cb-4aad-9cb7-8c3572053230,adore,19-03-2021 20:29,audio,fitness,positive,72,,,,,,
3952,43e53b12-71cb-4aad-9cb7-8c3572053230,peeking,26-08-2020 03:50,audio,fitness,neutral,35,,,,,,
3953,43e53b12-71cb-4aad-9cb7-8c3572053230,peeking,12-09-2020 05:19,audio,fitness,neutral,35,,,,,,
3954,43e53b12-71cb-4aad-9cb7-8c3572053230,adore,11-02-2021 12:15,audio,fitness,positive,72,,,,,,
3955,43e53b12-71cb-4aad-9cb7-8c3572053230,super love,23-01-2021 00:06,audio,fitness,positive,75,,,,,,
3956,43e53b12-71cb-4aad-9cb7-8c3572053230,worried,18-10-2020 21:48,audio,fitness,negative,12,,,,,,
3957,43e53b12-71cb-4aad-9cb7-8c3572053230,love,18-04-2021 07:24,audio,fitness,positive,65,,,,,,
3958,43e53b12-71cb-4aad-9cb7-8c3572053230,love,10-02-2021 06:12,audio,fitness,positive,65,,,,,,
3959,43e53b12-71cb-4aad-9cb7-8c3572053230,disgust,17-05-2021 03:31,audio,fitness,negative,0,,,,,,
3960,43e53b12-71cb-4aad-9cb7-8c3572053230,love,01-02-2021 20:37,audio,fitness,positive,65,,,,,,
3961,43e53b12-71cb-4aad-9cb7-8c3572053230,peeking,03-11-2020 13:38,audio,fitness,neutral,35,,,,,,
3962,43e53b12-71cb-4aad-9cb7-8c3572053230,cherish,22-08-2020 17:05,audio,fitness,positive,70,,,,,,
3963,43e53b12-71cb-4aad-9cb7-8c3572053230,scared,13-10-2020 13:45,audio,fitness,negative,15,,,,,,
3964,43e53b12-71cb-4aad-9cb7-8c3572053230,disgust,30-09-2020 22:50,audio,fitness,negative,0,,,,,,
3965,43e53b12-71cb-4aad-9cb7-8c3572053230,peeking,18-03-2021 00:02,audio,fitness,neutral,35,,,,,,
3966,43e53b12-71cb-4aad-9cb7-8c3572053230,want,05-04-2021 02:06,audio,fitness,positive,70,,,,,,
3967,43e53b12-71cb-4aad-9cb7-8c3572053230,peeking,28-05-2021 15:14,audio,fitness,neutral,35,,,,,,
3968,43e53b12-71cb-4aad-9cb7-8c3572053230,cherish,30-09-2020 02:34,audio,fitness,positive,70,,,,,,
3969,43e53b12-71cb-4aad-9cb7-8c3572053230,disgust,21-08-2020 22:25,audio,fitness,negative,0,,,,,,
3970,43e53b12-71cb-4aad-9cb7-8c3572053230,love,27-10-2020 13:04,audio,fitness,positive,65,,,,,,
3971,43e53b12-71cb-4aad-9cb7-8c3572053230,dislike,09-05-2021 04:48,audio,fitness,negative,10,,,,,,
3972,43e53b12-71cb-4aad-9cb7-8c3572053230,disgust,28-07-2020 06:10,audio,fitness,negative,0,,,,,,
3973,43e53b12-71cb-4aad-9cb7-8c3572053230,disgust,29-08-2020 22:25,audio,fitness,negative,0,,,,,,
3974,43e53b12-71cb-4aad-9cb7-8c3572053230,like,22-06-2020 19:16,audio,fitness,positive,50,,,,,,
3975,a58c963f-1bec-4eee-b66f-60062a9dd96e,hate,19-02-2021 12:01,video,dogs,negative,5,,,,,,
3976,a58c963f-1bec-4eee-b66f-60062a9dd96e,want,29-03-2021 00:42,video,dogs,positive,70,,,,,,
3977,a58c963f-1bec-4eee-b66f-60062a9dd96e,adore,01-08-2020 23:40,video,dogs,positive,72,,,,,,
3978,a58c963f-1bec-4eee-b66f-60062a9dd96e,indifferent,27-03-2021 06:44,video,dogs,neutral,20,,,,,,
3979,a58c963f-1bec-4eee-b66f-60062a9dd96e,hate,01-10-2020 22:03,video,dogs,negative,5,,,,,,
3980,a58c963f-1bec-4eee-b66f-60062a9dd96e,disgust,18-08-2020 18:21,video,dogs,negative,0,,,,,,
3981,a58c963f-1bec-4eee-b66f-60062a9dd96e,super love,10-12-2020 20:14,video,dogs,positive,75,,,,,,
3982,a58c963f-1bec-4eee-b66f-60062a9dd96e,interested,11-08-2020 18:36,video,dogs,positive,30,,,,,,
3983,a58c963f-1bec-4eee-b66f-60062a9dd96e,want,03-05-2021 12:21,video,dogs,positive,70,,,,,,
3984,a58c963f-1bec-4eee-b66f-60062a9dd96e,scared,18-08-2020 06:24,video,dogs,negative,15,,,,,,
3985,a58c963f-1bec-4eee-b66f-60062a9dd96e,like,30-06-2020 11:09,video,dogs,positive,50,,,,,,
3986,a58c963f-1bec-4eee-b66f-60062a9dd96e,heart,10-11-2020 04:00,video,dogs,positive,60,,,,,,
3987,a58c963f-1bec-4eee-b66f-60062a9dd96e,scared,17-06-2021 01:23,video,dogs,negative,15,,,,,,
3988,a58c963f-1bec-4eee-b66f-60062a9dd96e,heart,05-10-2020 22:29,video,dogs,positive,60,,,,,,
3989,a58c963f-1bec-4eee-b66f-60062a9dd96e,interested,02-01-2021 18:24,video,dogs,positive,30,,,,,,
3990,a58c963f-1bec-4eee-b66f-60062a9dd96e,hate,19-09-2020 09:51,video,dogs,negative,5,,,,,,
3991,a58c963f-1bec-4eee-b66f-60062a9dd96e,love,19-10-2020 12:48,video,dogs,positive,65,,,,,,
3992,a58c963f-1bec-4eee-b66f-60062a9dd96e,indifferent,03-05-2021 16:02,video,dogs,neutral,20,,,,,,
3993,a58c963f-1bec-4eee-b66f-60062a9dd96e,interested,20-08-2020 00:54,video,dogs,positive,30,,,,,,
3994,a58c963f-1bec-4eee-b66f-60062a9dd96e,cherish,12-02-2021 21:10,video,dogs,positive,70,,,,,,
3995,a58c963f-1bec-4eee-b66f-60062a9dd96e,super love,11-04-2021 22:54,video,dogs,positive,75,,,,,,
3996,a58c963f-1bec-4eee-b66f-60062a9dd96e,scared,13-12-2020 07:15,video,dogs,negative,15,,,,,,
3997,a58c963f-1bec-4eee-b66f-60062a9dd96e,adore,30-03-2021 00:51,video,dogs,positive,72,,,,,,
3998,a58c963f-1bec-4eee-b66f-60062a9dd96e,cherish,23-08-2020 07:04,video,dogs,positive,70,,,,,,
3999,a58c963f-1bec-4eee-b66f-60062a9dd96e,super love,21-12-2020 19:45,video,dogs,positive,75,,,,,,
4000,a58c963f-1bec-4eee-b66f-60062a9dd96e,disgust,03-09-2020 08:57,video,dogs,negative,0,,,,,,
4001,a58c963f-1bec-4eee-b66f-60062a9dd96e,dislike,14-09-2020 12:34,video,dogs,negative,10,,,,,,
4002,a58c963f-1bec-4eee-b66f-60062a9dd96e,want,07-02-2021 17:48,video,dogs,positive,70,,,,,,
4003,a58c963f-1bec-4eee-b66f-60062a9dd96e,intrigued,20-05-2021 12:18,video,dogs,positive,45,,,,,,
4004,a58c963f-1bec-4eee-b66f-60062a9dd96e,indifferent,12-06-2021 09:47,video,dogs,neutral,20,,,,,,
4005,2c0e1f1e-1af8-45b6-b8f2-9714358dd2ad,disgust,16-03-2021 14:47,audio,Travel,negative,0,,,,,,
4006,2c0e1f1e-1af8-45b6-b8f2-9714358dd2ad,adore,14-06-2021 20:33,audio,Travel,positive,72,,,,,,
4007,2c0e1f1e-1af8-45b6-b8f2-9714358dd2ad,super love,20-02-2021 11:51,audio,Travel,positive,75,,,,,,
4008,2c0e1f1e-1af8-45b6-b8f2-9714358dd2ad,love,12-07-2020 15:35,audio,Travel,positive,65,,,,,,
4009,2c0e1f1e-1af8-45b6-b8f2-9714358dd2ad,interested,17-11-2020 05:21,audio,Travel,positive,30,,,,,,
4010,2c0e1f1e-1af8-45b6-b8f2-9714358dd2ad,dislike,10-12-2020 02:26,audio,Travel,negative,10,,,,,,
4011,2c0e1f1e-1af8-45b6-b8f2-9714358dd2ad,scared,07-05-2021 08:29,audio,Travel,negative,15,,,,,,
4012,2c0e1f1e-1af8-45b6-b8f2-9714358dd2ad,indifferent,17-05-2021 13:14,audio,Travel,neutral,20,,,,,,
4013,2c0e1f1e-1af8-45b6-b8f2-9714358dd2ad,worried,26-02-2021 07:49,audio,Travel,negative,12,,,,,,
4014,2c0e1f1e-1af8-45b6-b8f2-9714358dd2ad,dislike,29-10-2020 00:52,audio,Travel,negative,10,,,,,,
4015,2c0e1f1e-1af8-45b6-b8f2-9714358dd2ad,peeking,11-04-2021 02:02,audio,Travel,neutral,35,,,,,,
4016,2c0e1f1e-1af8-45b6-b8f2-9714358dd2ad,indifferent,26-06-2020 20:34,audio,Travel,neutral,20,,,,,,
4017,2c0e1f1e-1af8-45b6-b8f2-9714358dd2ad,super love,25-04-2021 00:39,audio,Travel,positive,75,,,,,,
4018,2c0e1f1e-1af8-45b6-b8f2-9714358dd2ad,super love,10-01-2021 18:33,audio,Travel,positive,75,,,,,,
4019,2c0e1f1e-1af8-45b6-b8f2-9714358dd2ad,heart,27-12-2020 11:43,audio,Travel,positive,60,,,,,,
4020,748ab616-8066-4c61-b6af-d7442545d12a,want,04-10-2020 17:40,audio,veganism,positive,70,,,,,,
4021,748ab616-8066-4c61-b6af-d7442545d12a,hate,26-01-2021 22:33,audio,veganism,negative,5,,,,,,
4022,748ab616-8066-4c61-b6af-d7442545d12a,super love,07-04-2021 19:32,audio,veganism,positive,75,,,,,,
4023,748ab616-8066-4c61-b6af-d7442545d12a,worried,03-09-2020 17:54,audio,veganism,negative,12,,,,,,
4024,748ab616-8066-4c61-b6af-d7442545d12a,peeking,06-07-2020 02:33,audio,veganism,neutral,35,,,,,,
4025,748ab616-8066-4c61-b6af-d7442545d12a,disgust,29-03-2021 11:19,audio,veganism,negative,0,,,,,,
4026,748ab616-8066-4c61-b6af-d7442545d12a,want,19-09-2020 11:35,audio,veganism,positive,70,,,,,,
4027,748ab616-8066-4c61-b6af-d7442545d12a,cherish,21-08-2020 18:00,audio,veganism,positive,70,,,,,,
4028,748ab616-8066-4c61-b6af-d7442545d12a,cherish,21-11-2020 08:12,audio,veganism,positive,70,,,,,,
4029,748ab616-8066-4c61-b6af-d7442545d12a,worried,08-12-2020 19:24,audio,veganism,negative,12,,,,,,
4030,748ab616-8066-4c61-b6af-d7442545d12a,intrigued,09-02-2021 21:17,audio,veganism,positive,45,,,,,,
4031,748ab616-8066-4c61-b6af-d7442545d12a,adore,28-02-2021 07:33,audio,veganism,positive,72,,,,,,
4032,748ab616-8066-4c61-b6af-d7442545d12a,heart,28-02-2021 10:14,audio,veganism,positive,60,,,,,,
4033,748ab616-8066-4c61-b6af-d7442545d12a,worried,24-04-2021 05:05,audio,veganism,negative,12,,,,,,
4034,748ab616-8066-4c61-b6af-d7442545d12a,dislike,07-01-2021 08:30,audio,veganism,negative,10,,,,,,
4035,748ab616-8066-4c61-b6af-d7442545d12a,love,23-01-2021 05:13,audio,veganism,positive,65,,,,,,
4036,748ab616-8066-4c61-b6af-d7442545d12a,scared,25-04-2021 01:55,audio,veganism,negative,15,,,,,,
4037,748ab616-8066-4c61-b6af-d7442545d12a,like,20-03-2021 19:33,audio,veganism,positive,50,,,,,,
4038,748ab616-8066-4c61-b6af-d7442545d12a,intrigued,28-02-2021 12:56,audio,veganism,positive,45,,,,,,
4039,748ab616-8066-4c61-b6af-d7442545d12a,interested,23-06-2020 16:15,audio,veganism,positive,30,,,,,,
4040,748ab616-8066-4c61-b6af-d7442545d12a,dislike,04-07-2020 15:02,audio,veganism,negative,10,,,,,,
4041,748ab616-8066-4c61-b6af-d7442545d12a,want,27-04-2021 14:19,audio,veganism,positive,70,,,,,,
4042,e0fe9c2b-0e5f-46b3-bb4a-f68bf569e867,interested,29-08-2020 23:17,video,science,positive,30,,,,,,
4043,e0fe9c2b-0e5f-46b3-bb4a-f68bf569e867,worried,09-07-2020 19:16,video,science,negative,12,,,,,,
4044,e0fe9c2b-0e5f-46b3-bb4a-f68bf569e867,intrigued,24-02-2021 19:12,video,science,positive,45,,,,,,
4045,e0fe9c2b-0e5f-46b3-bb4a-f68bf569e867,scared,14-05-2021 08:52,video,science,negative,15,,,,,,
4046,e0fe9c2b-0e5f-46b3-bb4a-f68bf569e867,super love,24-08-2020 10:43,video,science,positive,75,,,,,,
4047,e0fe9c2b-0e5f-46b3-bb4a-f68bf569e867,indifferent,06-07-2020 10:59,video,science,neutral,20,,,,,,
4048,e0fe9c2b-0e5f-46b3-bb4a-f68bf569e867,adore,27-12-2020 14:13,video,science,positive,72,,,,,,
4049,e0fe9c2b-0e5f-46b3-bb4a-f68bf569e867,worried,09-03-2021 22:02,video,science,negative,12,,,,,,
4050,e0fe9c2b-0e5f-46b3-bb4a-f68bf569e867,cherish,27-04-2021 15:06,video,science,positive,70,,,,,,
4051,e0fe9c2b-0e5f-46b3-bb4a-f68bf569e867,cherish,11-01-2021 20:53,video,science,positive,70,,,,,,
4052,e0fe9c2b-0e5f-46b3-bb4a-f68bf569e867,heart,23-02-2021 17:42,video,science,positive,60,,,,,,
4053,e0fe9c2b-0e5f-46b3-bb4a-f68bf569e867,interested,21-11-2020 07:44,video,science,positive,30,,,,,,
4054,e0fe9c2b-0e5f-46b3-bb4a-f68bf569e867,peeking,24-07-2020 21:24,video,science,neutral,35,,,,,,
4055,734c0b94-6729-44ef-af97-90a3a51a466c,want,06-05-2021 18:34,video,travel,positive,70,,,,,,
4056,734c0b94-6729-44ef-af97-90a3a51a466c,adore,28-01-2021 18:39,video,travel,positive,72,,,,,,
4057,734c0b94-6729-44ef-af97-90a3a51a466c,indifferent,08-08-2020 00:13,video,travel,neutral,20,,,,,,
4058,734c0b94-6729-44ef-af97-90a3a51a466c,worried,30-10-2020 06:05,video,travel,negative,12,,,,,,
